user_id,item_id,rating,timestamp
16,45,2,3047012
16,8,1,4095917
16,37,1,4494629
16,26,2,4988190
16,46,1,5519543
16,4,3,6284111
16,10,5,8554331
16,5,1,8637458
16,25,4,9025455
16,30,1,9155190
16,45,2,9299540
17,18,4,1461557
17,30,5,1547771
17,34,4,2470377
17,47,1,2820523
17,21,2,3988584
17,18,1,4477838
17,31,5,5194600
17,12,3,5493164
17,43,5,5699140
17,0,4,6411946
17,42,1,8327354
17,3,3,8641080
18,31,5,2546655
18,46,4,3816893
18,9,1,4775658
18,34,5,6604353
18,43,5,7895085
18,13,5,9433227
18,12,4,9481162
19,11,5,2025887
19,2,2,3529454
19,36,5,4193755
19,11,3,4851594
19,30,2,7094069
19,18,5,7105340
19,25,4,7179099
19,34,5,8130458
20,46,5,1219740
20,46,3,1507233
20,44,2,2637228
20,44,3,3215761
20,5,2,3852847
20,5,2,5249687
20,44,3,6617927
21,9,1,1082835
21,43,4,2991617
21,24,4,3173049
21,20,3,3321690
21,44,1,3712232
21,22,3,6533697
21,4,5,8153997
21,47,2,8783654
22,42,4,1566080
22,26,3,1666527
22,24,5,6205493
22,33,4,6572999
22,42,3,7493188
22,20,2,8622369
22,0,1,8762842
23,10,5,1085716
23,23,2,1111317
23,0,4,1125547
23,35,1,3493281
23,4,3,3540828
23,42,5,4481658
23,10,4,5357406
23,20,1,5644710
23,22,3,6567221
23,32,2,7211165
23,10,5,9856382
24,45,1,1391910
24,12,1,1565201
24,21,2,3872523
24,15,1,3976167
24,16,4,4178603
24,10,2,4741938
24,44,2,4766223
24,10,2,4897046
24,27,4,6941432
24,9,1,8010886
24,31,2,8259919
24,37,5,8709133
24,41,3,9037315
24,6,4,9945948
25,19,3,1136071
25,2,2,1729056
25,13,2,2358265
25,2,5,4328289
25,1,5,5278168
25,36,2,5513770
25,43,3,5744643
25,6,3,8258560
25,42,1,8992251
25,46,2,9106828
25,0,4,9215198
26,0,5,2265653
26,37,2,2596416
26,28,1,2667711
26,27,2,2852652
26,40,3,3851514
26,2,1,4138068
26,46,4,4434618
26,45,1,6211203
26,30,3,8204349
27,9,5,1952077
27,31,4,2092864
27,34,1,2431662
27,27,4,4998485
27,7,3,6334414
27,12,1,6367013
27,30,3,6538994
27,42,5,7015902
27,35,4,7061062
27,14,4,8216200
27,41,2,9125608
27,11,2,9203617
28,18,2,2482301
28,35,2,2646569
28,44,2,2705885
28,42,4,2895655
28,11,1,3262636
28,13,3,6192585
28,18,2,8648774
29,4,1,1030819
29,10,2,1115060
29,2,2,1844446
29,23,3,2451952
29,7,1,2841131
29,43,1,3273792
29,35,2,3741921
29,46,4,4966052
29,27,3,5147239
29,29,4,5188380
29,27,2,5920249
29,27,1,6080266
29,35,3,6172759
29,27,3,6472451
29,16,4,6591185
29,43,4,7120857
29,41,2,9499524
30,9,3,1083365
30,11,1,1159887
30,15,5,1684251
30,26,5,2190677
30,42,3,2642127
30,37,5,2777480
30,21,3,4570638
30,31,5,4957558
30,14,2,5777747
30,25,4,6037593
30,23,5,7210974
30,9,5,9179777
30,30,2,9279569
30,36,2,9393376
31,35,5,1029477
31,4,1,1129220
31,42,5,1286072
31,28,5,2753948
31,27,1,3285704
31,23,4,3702838
31,45,5,3771139
31,27,2,4869162
31,30,4,5964393
31,37,5,7012937
31,30,1,8333299
31,17,3,8493783
31,0,4,8708418
31,40,3,8790040
31,27,2,9675162
32,40,2,1534315
32,30,3,2618840
32,19,2,3004540
32,45,5,3028525
32,39,1,4934560
32,17,1,4951367
32,34,4,5293994
32,27,1,5863087
32,4,3,7001270
32,32,1,7924032
32,13,4,8816796
32,31,2,8832008
32,8,2,9143755
32,5,4,9476339
33,44,2,1538088
33,1,5,4998193
33,36,2,5466393
33,16,1,7313662
33,28,1,9142525
33,26,5,9445139
33,0,3,9535036
33,11,3,9556928
34,28,1,1497316
34,40,5,1888773
34,14,1,2753837
34,33,2,4170089
34,29,3,5614304
34,19,5,7068996
34,0,3,9598345
34,28,3,9941988
35,19,2,1111127
35,12,3,1210328
35,2,3,2451865
35,43,2,2521132
35,17,5,2533818
35,20,5,2712409
35,47,4,3387034
35,9,2,3607572
35,8,2,4785463
35,18,2,5708351
35,8,2,6886266
35,1,5,8384926
36,14,1,2011118
36,37,5,4198378
36,25,1,5900318
36,21,3,6186502
36,40,3,7334944
36,24,3,8079658
36,10,4,8537771
36,21,2,9813519
36,36,5,9905419
37,32,3,2514472
37,17,4,3402083
37,12,5,3919103
37,26,2,3920946
37,30,2,4653550
37,31,1,7019649
37,43,3,7275055
37,34,2,8397771
38,13,3,1257199
38,46,3,1933875
38,21,4,2486695
38,9,2,5442294
38,2,3,5659160
38,5,2,6301921
38,19,3,6931236
38,46,5,7431267
38,43,1,8297918
38,26,1,8892343
39,29,5,2541538
39,9,1,4067192
39,21,5,4455137
39,46,1,4899142
39,14,1,5505951
39,20,4,5695485
39,46,2,5928735
39,36,1,6481570
39,31,2,6573204
39,25,1,7411996
39,42,2,7888410
39,15,2,8866182
40,28,2,1921842
40,22,5,2307092
40,34,5,2409403
40,5,4,2623964
40,20,5,2914271
40,34,2,4223158
40,39,3,8518639
40,1,5,8888003
40,2,4,9804512
41,15,3,1489196
41,26,5,2278928
41,13,1,3857875
41,8,4,4978193
41,36,1,5839189
41,35,4,7486869
41,21,2,8191919
42,18,1,1031565
42,7,1,1209651
42,6,3,1848619
42,27,1,3832463
42,21,5,3896324
42,2,1,4846152
42,37,2,5937376
42,9,4,9013749
42,36,4,9034851
43,5,4,1121071
43,47,4,1441349
43,45,4,2182971
43,37,2,2210545
43,5,1,2598012
43,23,4,2751675
43,16,1,3321262
43,27,3,7233561
43,26,5,8610528
43,28,1,8766614
43,9,5,9454334
43,34,3,9625266
43,31,3,9736686
44,44,4,1682814
44,39,2,2835521
44,28,2,3677416
44,38,1,4102188
44,20,3,4824920
44,27,3,5624898
44,22,3,6687878
44,26,3,7072206
44,43,3,9180626
44,2,3,9694144
44,27,1,9906431
45,6,5,1872114
45,6,5,3855241
45,21,2,4040257
45,3,3,4243823
45,4,2,5990519
45,7,4,8653952
46,39,5,2142772
46,15,2,2676974
46,34,2,3726706
46,19,3,6055773
46,29,5,8822099
47,15,5,1613391
47,21,1,4043162
47,35,4,4378737
47,0,5,6205984
47,11,5,8332159
47,0,3,9671353
48,29,3,1005758
48,1,3,1574880
48,12,5,2366562
48,18,3,3056515
48,20,4,3569874
48,34,1,5424371
48,13,1,5806271
48,23,5,5811280
48,4,4,6269387
48,22,3,7057552
48,0,3,7161321
48,1,2,7799082
48,30,1,8039679
48,35,4,9113500
48,40,4,9415367
49,9,1,1578158
49,17,1,1987363
49,2,4,2036345
49,4,1,3006458
49,18,4,3809533
49,39,4,4018486
49,21,3,4286327
49,43,3,4319976
49,37,4,5537395
49,39,1,7763821
49,7,5,8544653
49,40,3,8771336
49,1,5,9368988
50,39,3,1074328
50,5,5,3590224
50,13,1,4103682
50,19,3,5517903
50,7,4,7602761
50,46,3,7784684
50,46,4,8532787
51,3,4,1064115
51,24,3,1196236
51,38,2,1840810
51,26,5,2979380
51,38,1,4187367
51,20,2,6199147
51,7,4,7272320
51,35,2,8108008
51,8,2,8628645
51,32,2,8749330
51,37,4,8973820
51,5,5,9109394
52,19,2,2209550
52,17,3,4312061
52,31,5,4552907
52,23,1,5712663
52,41,5,6523716
52,5,3,6683232
52,1,4,7115705
52,40,2,7141136
52,27,3,8101799
52,3,1,8724805
52,27,4,9692652
53,38,5,1059336
53,15,4,1091151
53,7,5,3370164
53,2,5,4361110
53,21,1,4643964
53,28,4,5546734
53,12,5,5965513
53,26,1,6228747
53,12,1,7175812
53,24,3,9768921
53,6,5,9914356
54,29,1,1595838
54,34,5,3119462
54,6,4,5980641
54,36,2,7047760
54,34,3,7723480
54,11,5,7881909
54,8,2,7981853
54,12,5,8118072
54,25,4,8636167
55,23,2,1790853
55,9,4,4632307
55,14,4,5583969
55,17,1,6228537
55,5,5,6245459
55,30,5,6987796
55,28,3,8086730
55,44,4,8879065
55,26,3,9199108
55,0,4,9571466
56,27,3,1037702
56,36,1,2520066
56,28,2,3016986
56,45,5,4241484
56,13,4,4273248
56,18,2,4405171
56,6,5,7791001
56,37,3,7829787
56,0,4,7850880
57,27,1,2125837
57,19,2,4826429
57,46,3,5502774
57,28,1,6392170
57,5,1,9545022
57,3,5,9603453
58,5,2,1280831
58,29,1,1442214
58,31,1,2447512
58,15,5,2872641
58,27,3,3324583
58,21,3,4572654
58,41,1,6115649
58,16,3,7564607
58,34,3,8020322
58,26,2,8319141
58,40,4,9066083
58,17,2,9136536
58,22,2,9315785
58,13,2,9520805
59,21,3,1382341
59,45,1,1927182
59,27,3,3016985
59,16,1,3696515
59,28,2,5265888
59,0,4,6271685
59,18,1,7143271
59,7,2,7686389
60,47,4,1165246
60,41,1,1282284
60,40,4,3870712
60,15,4,5006334
60,13,4,5655151
60,36,4,5989639
60,44,5,6270952
60,43,3,7424936
60,2,5,8414563
60,5,2,8487968
60,31,5,8664232
60,7,1,9910554
61,35,5,1109656
61,41,1,3091575
61,0,5,3125472
61,24,3,4555677
61,39,4,4813647
61,46,5,5924937
61,11,5,6529482
61,28,4,8299492
61,10,3,8665700
61,19,2,8687259
61,16,2,9907395
62,20,2,1302873
62,11,2,1601081
62,13,1,1830164
62,5,1,1856809
62,26,4,1958582
62,8,1,3072296
62,4,1,3143787
62,23,2,3169719
62,17,3,4007107
62,15,5,4803351
62,27,4,5390752
62,23,4,6036319
62,19,4,6483581
62,36,1,6613624
62,47,1,7270952
62,32,5,8039432
62,36,1,8483312
62,9,2,8733736
62,42,3,9166612
62,24,5,9795780
63,28,4,3536429
63,47,4,6238924
63,32,2,6297742
63,10,1,9213327
64,10,1,2357586
64,25,2,2575710
64,27,4,2987082
64,19,3,3524076
64,29,1,3728768
64,5,2,5320724
64,44,1,7595433
64,36,5,8580333
64,0,4,8986973
65,14,5,1615541
65,43,4,1984506
65,10,1,3157016
65,28,2,3197557
65,17,4,3243886
65,40,3,3263643
65,40,2,3612975
65,11,4,4780541
65,3,5,5367182
65,10,2,5704273
65,19,1,7860371
65,22,4,8362862
65,20,2,9331778
66,27,1,1450655
66,3,1,1915727
66,37,3,2681889
66,14,2,2880042
66,6,4,4467723
66,32,1,8737440
66,4,2,9061850
66,10,5,9179817
66,32,5,9691218
67,38,2,2577821
67,30,5,3950831
67,46,1,4890585
67,6,5,5562853
67,43,5,6886450
67,6,2,7466491
67,33,2,8148271
67,42,1,9211090
68,38,3,1567142
68,4,1,2360583
68,40,2,2376295
68,34,2,4136873
68,17,2,4330219
68,35,1,4455495
68,33,3,5564327
68,21,4,6164862
68,27,5,6277119
68,8,1,7935842
69,34,5,1892394
69,33,5,2440834
69,44,2,3924482
69,10,4,4803735
69,30,3,6210111
69,12,4,6422930
69,3,5,8644742
69,38,2,9038879
69,38,2,9215349
69,41,1,9637219
70,18,4,1010539
70,33,3,1450546
70,21,2,1794740
70,34,3,1816333
70,47,1,1909468
70,17,4,3300094
70,22,2,4568060
70,12,3,4797404
70,3,5,6249746
70,45,3,6367010
70,8,3,6618909
70,33,1,7657151
71,37,2,1775102
71,34,5,4123021
71,9,1,4516681
71,41,5,5795117
71,9,4,6284468
71,3,4,6671697
71,24,2,7730814
71,19,3,7765520
71,9,1,8069834
71,33,1,8515248
71,10,4,8790949
71,9,1,9033056
71,40,2,9861876
71,7,1,9887957
72,1,4,1234683
72,34,5,2770751
72,2,4,2880533
72,20,4,4671531
72,37,5,5724952
72,40,2,6203136
72,30,3,6861312
72,15,5,9098933
73,9,3,1263599
73,33,1,2067472
73,32,1,2174107
73,35,1,2302947
73,13,4,3828381
73,7,5,5325311
73,4,2,7350337
73,15,3,9414047
74,10,5,2331133
74,43,1,3521164
74,4,1,4980356
74,28,3,5614591
74,45,1,6447551
74,19,2,6607247
74,40,3,6914424
74,36,5,7424978
74,13,5,9319939
74,36,1,9454173
75,22,4,1146802
75,14,2,1384711
75,12,4,1532218
75,17,3,3120524
75,23,2,4242902
75,20,2,4438450
75,1,1,4510569
75,39,5,5391134
75,27,5,5771473
75,16,5,6149320
75,27,1,6853043
75,20,2,7571473
75,46,5,7726957
76,21,2,2825963
76,9,2,4632984
76,43,2,5000047
76,44,5,5108573
76,1,5,7982438
76,31,2,8010745
76,35,3,8261585
76,26,4,8291990
76,13,1,8360541
77,12,1,1456201
77,23,3,2416098
77,5,2,4288157
77,14,5,7082506
77,9,3,8372753
78,22,4,1334437
78,35,2,1468171
78,41,2,1530484
78,6,1,1913205
78,41,3,4086832
78,35,5,4744215
78,40,2,6735634
78,32,5,7916014
78,44,1,8098276
78,6,3,8472351
78,44,1,8552380
78,21,1,9203498
78,41,4,9312089
78,19,4,9522491
79,24,3,6251642
79,5,2,7450429
79,18,2,8956963
79,38,4,9074333
79,4,1,9438346
79,28,3,9592466
80,31,5,1218607
80,28,5,1553713
80,10,2,1838665
80,9,3,1854736
80,11,4,1945572
80,37,3,3784069
80,3,2,3896985
80,45,2,3899340
80,14,4,5559409
80,38,1,7076926
80,18,4,7185869
80,16,2,8003984
80,21,5,8824209
80,27,1,9303628
80,29,5,9459227
80,9,3,9633747
80,21,1,9918375
80,44,3,9938686
81,16,5,1416932
81,7,2,4247511
81,44,5,6435222
81,26,2,7622659
81,26,5,7719672
81,33,2,8946879
81,21,4,9402520
81,30,5,9509841
81,22,5,9932104
82,2,1,1964471
82,35,5,2349644
82,39,4,3819174
82,42,5,5045774
82,36,3,5421234
82,13,3,6735792
82,16,2,7959429
82,36,4,8597774
82,44,2,9836893
83,0,5,1230719
83,40,2,1992220
83,31,2,3201082
83,33,5,5164127
83,45,4,5286709
83,18,5,5628282
83,28,3,5925419
83,17,1,8401870
83,24,1,8973227
84,23,4,1349361
84,6,4,1560022
84,33,2,1943995
84,39,1,2665506
84,0,4,2689682
84,13,3,3115230
84,6,2,3938195
84,29,3,4705416
84,28,2,6763188
84,6,2,7103165
84,3,4,7304746
84,47,1,8304279
84,13,3,8417718
84,0,2,8838833
85,37,3,4106839
85,19,5,5477666
85,14,1,6661385
85,29,2,6699746
85,4,3,8092446
85,35,3,8636169
85,42,1,8679664
85,44,3,9067425
85,18,5,9532949
85,25,5,9597825
86,19,3,1484458
86,4,5,3473953
86,37,3,3726560
86,43,3,4480405
86,6,4,4672103
86,7,4,5116858
86,6,1,5494908
86,14,3,6150832
86,7,3,6324891
86,28,3,6936437
86,8,4,9841384
86,19,4,9924483
87,17,5,1153378
87,16,4,2769384
87,11,5,3069173
87,24,4,4033272
87,47,1,4264387
87,33,5,4815262
87,39,5,5482940
87,20,5,5505338
87,1,1,6501243
87,30,3,8402073
88,40,1,2263143
88,35,2,3295932
88,3,3,3665835
88,42,5,4131530
88,12,5,4210657
88,30,1,4553940
88,23,4,5099976
88,30,5,6212043
88,23,4,6774605
88,14,4,7610717
88,46,5,7666575
89,45,1,1021713
89,6,5,1260425
89,40,3,3834731
89,17,5,4914788
89,30,2,5404362
89,7,3,6506547
89,30,3,9786359
90,1,5,1385969
90,25,5,2210413
90,39,3,2350513
90,47,1,4451753
90,32,2,5000261
90,44,4,5078675
90,47,1,5186458
90,33,4,6522932
90,26,4,7825617
90,18,4,8043682
90,43,3,8419163
90,8,4,8562156
90,34,4,8952902
91,30,4,1301844
91,30,4,1499642
91,45,5,2735429
91,17,5,3936011
91,7,1,4304001
91,26,3,5740918
91,42,3,6247015
91,34,5,6536018
91,46,4,7522200
91,15,5,8138848
91,33,5,9664416
91,35,1,9920806
92,6,4,1702466
92,31,3,3684329
92,8,1,4388870
92,28,4,6470651
92,26,5,6895018
92,44,3,6939631
92,26,3,7584846
92,13,5,7803396
92,28,4,8079579
92,14,1,9729707
93,42,4,3326219
93,2,1,5078638
93,34,2,5732070
93,6,4,7109963
93,31,1,7278733
93,41,2,8309439
93,5,4,8317788
93,18,2,8643525
94,45,4,1123583
94,11,1,2119489
94,0,3,2362100
94,37,2,3190524
94,5,3,4473233
94,30,4,5243157
94,45,2,8370847
94,21,1,9738780
95,21,3,1668140
95,30,5,2406339
95,11,5,3428064
95,9,5,3834449
95,20,5,4648512
95,38,2,4743251
95,19,3,4835396
95,23,4,6591229
95,45,5,8623432
96,31,3,1402254
96,24,4,2459553
96,23,5,3513967
96,39,4,4553489
96,21,2,7886740
96,16,4,8669627
96,27,1,8738516
96,22,1,9295169
96,19,1,9470228
97,41,3,1464034
97,25,3,1779283
97,7,3,3406555
97,27,3,3579745
97,46,3,4083660
97,18,5,6571214
97,11,3,7278603
97,17,5,7965552
97,19,2,8146124
97,27,5,9292643
98,23,5,2521642
98,26,4,4235165
98,7,1,5477976
98,6,1,5926279
98,36,1,7543609
98,22,3,7742427
98,23,4,7783731
98,33,1,8164018
98,33,2,8553078
99,10,2,1581585
99,0,4,1611360
99,30,2,2244563
99,12,5,2400839
99,47,4,2404964
99,17,1,2742024
99,13,5,5285448
99,41,3,5326733
99,31,4,7180021
99,17,1,7692077
99,31,3,7829864
99,39,2,7904760
99,25,2,8252931
99,16,4,9757083
100,17,4,2387795
100,39,1,2430779
100,9,5,4148895
100,5,5,5825791
100,40,1,6410096
100,46,1,7251269
100,39,3,7717804
100,6,4,8289572
101,15,4,1026548
101,2,4,1266561
101,12,2,2262319
101,39,1,2287912
101,32,3,2578337
101,42,1,3714328
101,38,2,4270066
101,34,4,5492772
101,11,5,5805177
101,9,5,7550407
101,13,2,8846328
101,26,3,9247461
101,41,2,9303662
102,35,2,3757004
102,1,1,4733592
102,20,1,5310402
102,16,2,8773110
103,42,1,1828674
103,19,2,2191782
103,12,1,2281938
103,46,5,3309611
103,3,4,3626326
103,2,2,4469013
103,32,1,4857003
103,10,4,4860484
103,39,5,5874830
103,34,2,7846833
103,15,2,8131531
103,4,2,8894023
104,46,2,1021875
104,39,2,2163623
104,13,5,6028027
104,39,3,6655653
104,9,2,7396900
104,9,1,9408715
104,47,3,9520964
105,35,1,1395398
105,18,2,1923733
105,46,5,2046545
105,6,4,2854764
105,6,4,3288538
105,36,2,3820866
105,34,4,3990702
105,46,5,4167801
105,17,4,5305995
105,21,5,5309569
105,24,5,5999902
105,16,2,6812639
105,16,1,8243153
105,14,1,8917782
106,11,3,2991545
106,5,3,4136630
106,12,2,4875250
106,23,5,5286721
106,21,2,5603215
106,9,2,6175849
106,0,4,7739140
106,47,3,7775485
106,7,1,8492203
107,6,2,1700593
107,26,2,4141057
107,6,3,4788894
107,17,2,5621728
107,12,1,7285443
107,34,3,7641557
108,21,4,1396736
108,34,3,1538157
108,16,5,2149108
108,38,2,4274305
108,14,5,4289599
108,22,2,5189801
108,11,3,6218403
108,19,5,6567394
108,2,2,7266618
108,6,3,7990560
109,13,1,1232985
109,33,1,1620363
109,0,5,2948284
109,33,3,3379390
109,16,1,3920265
109,3,5,4320613
109,41,3,5442989
109,31,2,5788228
109,27,5,6448015
109,23,2,8111802
109,43,3,9835841
110,25,5,1528039
110,31,4,2044596
110,39,3,2828817
110,7,3,3157270
110,24,5,3300949
110,12,4,4446396
110,37,5,4674128
110,6,2,4707351
110,31,2,5836147
110,24,2,6155627
110,45,1,6377345
110,15,1,6581915
110,0,2,7037864
110,11,1,8727272
111,21,2,2781394
111,1,4,3713631
111,46,2,4408738
111,2,3,5443554
111,11,2,6108220
111,0,5,6313714
111,29,1,6485781
111,46,5,7132536
111,36,1,8518381
111,37,2,9457050
111,42,4,9964195
112,45,5,1048643
112,29,2,2262810
112,26,5,3108802
112,34,1,3643285
112,7,4,7896492
112,40,4,8186563
112,46,3,8371163
112,10,1,9432772
112,30,1,9790583
113,33,2,1520469
113,28,3,1616015
113,33,1,3744117
113,42,3,4120965
113,12,4,4937278
113,14,5,5212689
113,29,3,5692317
113,38,3,5768913
113,25,1,6395637
113,5,4,7274212
113,40,1,7826428
114,19,1,2432936
114,17,4,3830308
114,19,3,6338624
114,6,5,8111836
114,1,2,8180182
114,47,5,8839883
114,39,5,9264420
115,6,1,1069029
115,25,1,2030232
115,16,3,2280993
115,43,5,3159161
115,47,4,3568013
115,40,2,6439486
115,5,3,7150948
115,36,1,9088515
115,32,5,9324930
116,8,4,1373533
116,14,1,1448654
116,15,2,3424870
116,34,3,3499308
116,34,4,3611354
116,22,4,4805953
116,15,3,5752465
116,17,1,8519096
116,47,2,9887350
117,18,2,7624626
117,8,3,7704167
117,1,4,8218543
117,25,5,8547135
117,43,5,8866042
117,16,5,9597651
117,5,5,9878683
118,8,3,1016952
118,30,3,1020483
118,2,2,1202267
118,36,2,1370238
118,8,2,2171806
118,47,3,3487484
118,5,1,3862660
118,0,4,4621166
118,17,1,4989286
118,31,1,5017536
118,0,1,6443518
118,41,4,7645652
118,12,4,7736344
118,14,5,8521058
118,39,4,8762982
118,11,3,9497196
119,41,3,1105998
119,17,5,1491318
119,32,4,1923081
119,29,3,2394265
119,9,4,2419643
119,13,1,2689529
119,3,3,2761464
119,0,3,2928154
119,42,3,2956551
119,38,1,4509526
119,40,3,5211191
119,31,5,5541343
119,6,4,5638397
119,15,5,5675825
119,14,1,5823016
119,36,4,6435951
119,40,3,7149636
119,33,5,7562314
119,8,3,8193243
119,34,3,9030122
120,18,5,2754621
120,10,3,3593557
120,29,4,5454709
120,43,3,7205258
121,13,4,2562684
121,30,5,2943247
121,12,5,2961348
121,18,4,3663276
121,10,3,3996795
121,37,5,4727782
121,8,2,6001994
121,30,5,8812811
121,8,1,9967096
122,26,1,1411792
122,33,3,2340463
122,14,3,3373767
122,7,1,4133982
122,44,5,5099339
122,31,4,5254239
122,24,1,7065462
122,20,1,7916668
122,33,5,8561563
122,44,1,8962344
122,39,5,9124182
122,22,5,9243873
123,8,5,1198613
123,39,4,1734929
123,27,2,1800139
123,5,5,5815085
123,36,4,6747089
123,0,5,7575180
123,13,3,9146575
124,8,1,1172013
124,18,3,1227453
124,13,4,5249500
124,18,3,5437015
124,28,4,5924255
124,46,5,8308233
124,37,4,8323375
124,31,2,8336789
124,34,5,8763874
124,8,4,9171740
125,19,5,1659854
125,36,1,2173021
125,16,3,3037362
125,1,4,5097673
125,1,2,5561476
125,22,4,7456448
125,17,1,7982524
125,37,2,8387796
125,35,1,9361971
125,23,5,9402194
126,2,4,1114064
126,28,2,1896118
126,41,5,1971215
126,4,5,2622601
126,0,2,3380058
126,14,3,5420939
126,28,5,8034077
126,43,3,9212706
127,38,1,1470013
127,33,2,1574748
127,15,1,2199790
127,45,3,3335151
127,9,1,3624396
127,32,2,3772360
127,46,2,3887999
127,18,3,7324696
127,45,3,7711533
127,22,2,9487557
128,38,2,1623736
128,43,1,2292560
128,39,1,2862707
128,22,1,2928168
128,17,2,3437832
128,35,1,5848428
128,1,3,8717683
128,1,2,8881584
128,38,1,9146781
129,33,2,1205674
129,1,4,2676741
129,8,3,4981160
129,18,1,5395612
129,24,4,6346612
129,32,3,6946595
129,27,5,8347433
129,45,3,8946467
129,16,5,8995524
130,19,5,1968279
130,31,5,2643012
130,1,5,3075215
130,3,1,3550255
130,28,4,3594629
130,10,3,5221437
130,14,2,6161003
130,34,4,6448667
130,28,5,7207104
130,1,2,7303549
130,45,4,8929360
130,27,3,9156219
131,23,2,1446812
131,35,3,3597583
131,37,3,4237351
131,40,2,5553078
132,23,1,1422481
132,27,1,2205371
132,4,1,2934909
132,8,5,3527457
132,23,3,4085142
132,40,3,4517180
132,30,3,4821623
132,39,2,5750597
132,17,1,5843066
132,23,4,5946201
132,13,3,6654132
132,21,4,6753830
132,1,4,7349479
132,13,2,7358413
132,23,3,9115333
133,47,4,2116588
133,10,5,3521537
133,23,3,3939132
133,22,1,7636421
133,41,4,7851855
133,30,2,8469744
133,35,5,8858144
133,21,2,9302131
133,42,4,9785332
134,12,3,1547150
134,4,1,1717096
134,29,1,1971623
134,4,2,2125341
134,43,5,2553181
134,38,2,3497597
134,35,5,5448819
134,30,4,6196975
134,41,2,6916404
134,36,5,7052485
134,5,4,7280878
134,31,2,8779321
134,5,5,9917561
135,17,3,1022176
135,44,5,1568094
135,11,3,2469801
135,14,1,2470745
135,4,3,3022547
135,26,5,4759039
135,3,4,6481997
135,5,2,6898913
135,2,5,8585154
135,14,4,8809259
135,21,3,9275152
135,4,5,9598207
135,10,1,9925726
136,2,3,1278637
136,16,2,1881290
136,4,3,1915580
136,16,1,2318137
136,16,1,4070688
136,37,3,4636759
136,33,2,6768749
136,12,5,6909042
136,3,5,7306707
136,36,1,9111241
136,0,1,9216685
137,18,2,2076198
137,41,1,2365097
137,43,5,2570605
137,28,3,4297688
137,44,5,4372037
137,10,5,5566199
137,38,2,6426474
137,33,1,7814698
137,35,3,8061564
137,41,4,8141483
138,40,5,1097355
138,30,2,1380398
138,32,4,1590992
138,8,1,2710989
138,0,4,2915612
138,16,1,3257484
138,29,2,5052658
138,38,1,5872949
138,11,1,6037231
